docdate,codigo_articulo,cantidad
2023-03-13,SOSWP2-411,10
2023-03-13,SOSWP2-417,2
2023-03-13,SOSWP2-511,11
2023-03-13,SOSWP2-512,59
2023-03-13,SOSWP2-513,23
2023-03-13,SOSWP2-514,41
2023-03-13,SOSWP2-516,56
2023-03-13,SOSWP2-517,334
2023-03-13,SOSWP2-518,7
2023-03-13,SOSWSWA153N,6
2023-03-13,SOSWSWA2040N,4
2023-03-14,AUAC3-4-1,12
2023-03-14,AUACAH45,10
2023-03-14,AUACAL3900U,6
2023-03-14,AUACALH2,11
2023-03-14,AUACALM4,18
2023-03-14,AUACALR4,-16
2023-03-14,AUACAR10SH,4
2023-03-14,AUACBD1100,-1
2023-03-14,AUACCRAB02,1
2023-03-14,AUACEG250,4
2023-03-14,AUACEL12,1
2023-03-14,AUACFC351,3
2023-03-14,AUACFL85265,12
2023-03-14,AUACFX1000,7
2023-03-14,AUACGC02,1
2023-03-14,AUACHR42,2
2023-03-14,AUACHULK450,-2
2023-03-14,AUACHULK750,2
2023-03-14,AUACHULK950,2
2023-03-14,AUACKCP300C,2
2023-03-14,AUACKCP450R,1
2023-03-14,AUACKH70K,4
2023-03-14,AUACOP3090W,5
2023-03-14,AUACPB400,1
2023-03-14,AUACRCBLT3,5
2023-03-14,AUACRIM4F,2
2023-03-14,AUACRIM4Z,-2
2023-03-14,AUACRT3FX,2
2023-03-14,AUACSC901,19
2023-03-14,AUACSH1000,24
2023-03-14,AUELCR4301,43
2023-03-14,AUELCR433,4
2023-03-14,AUELEE16,9
2023-03-14,AUELMC12,3
2023-03-14,AUELMC3,2
2023-03-14,AUELMC5,3
2023-03-14,AUELME611,7
2023-03-14,HEELAG114,2
2023-03-14,HEELAG1141,3
2023-03-14,HEELAG1142KIT,7
2023-03-14,HEELAIRKIT5,4
2023-03-14,HEELBV06,1
2023-03-14,HEELCA1012D,8
2023-03-14,HEELCA1510,3
2023-03-14,HEELCA2542D,3
2023-03-14,HEELCA6205,5
2023-03-14,HEELCA6256,2
2023-03-14,HEELHG1600,2
2023-03-14,HEELID600,2
2023-03-14,HEELJS750,1
2023-03-14,HEELPS350,1
2023-03-14,HEELPW1565,1
2023-03-14,HEELPW1770,6
2023-03-14,HEELRM9026,17
2023-03-14,HEELTA1100,1
2023-03-14,HEELTB500,2
2023-03-14,HEELVC0115P,11
2023-03-14,HEELVC0640P,2
2023-03-14,HEELVC2525P,1
2023-03-14,HEELXID20,1
2023-03-14,HEFUFC25,8
2023-03-14,HEFUFCD10,2
2023-03-14,HEFUFCD12KIT,8
2023-03-14,HEFUFCD21,4
2023-03-14,HEFUFCS2511,1
2023-03-14,HEFUFG71,8
2023-03-14,HEFUFPS25,1
2023-03-14,MADUDG121-A,1
2023-03-14,MADUDG23I,1
2023-03-14,SOELAT2610254M,1
2023-03-14,SOELAT2635504M,1
2023-03-14,SOELCSVM501,6
2023-03-14,SOELCSVM510,1
2023-03-14,SOELCSVM530,5
2023-03-14,SOELPES6300,18
2023-03-14,SOELPMS6505,3
2023-03-14,SOELSI6140DV,45
2023-03-14,SOELSI7150DV,1
2023-03-14,SOELSI9220DV,2
2023-03-14,SOELSI9250DV,1
2023-03-14,SOFUFW161M,2
2023-03-14,SOFUFW181,108
2023-03-14,SOFUFW185,6
2023-03-14,SOFUFW33,1
2023-03-14,SOFUFW35,3
2023-03-14,SOSWC1-611,3
2023-03-14,SOSWC6-603,6
2023-03-14,SOSWG1-110,14
2023-03-14,SOSWG1-111,7
2023-03-14,SOSWG1-114,5
2023-03-14,SOSWG2-210,14
2023-03-14,SOSWG2-213,7
2023-03-14,SOSWG2-214,10
2023-03-14,SOSWG2-217,1
2023-03-14,SOSWM1-111,1
2023-03-14,SOSWM2-211,9
2023-03-14,SOSWM2-235,2
2023-03-14,SOSWM2-245,2
2023-03-14,SOSWM2-251,3
2023-03-14,SOSWM3-316,1
2023-03-14,SOSWM3-317,1
2023-03-14,SOSWP2-511,10
2023-03-14,SOSWP2-515,3
2023-03-14,SOSWP2-516,2
2023-03-14,SOSWP2-517,27
2023-03-14,SOSWPMSW02,1
2023-03-14,SOSWSWA153N,1
2023-03-14,SOSWSWA2040N,3
2023-03-14,SOSWSWW3552,1
2023-03-14,SOSWT1-111,7
2023-03-14,SOSWT1-115,1
2023-03-15,AUAC265,8
2023-03-15,AUACAC24NE,1
2023-03-15,AUACAE30,6
2023-03-15,AUACALH2,2
2023-03-15,AUACALK4,1
2023-03-15,AUACALM4,8
2023-03-15,AUACALR4,5
2023-03-15,AUACAR10SH,4
2023-03-15,AUACAR380,4
2023-03-15,AUACBL05,5
2023-03-15,AUACCRAB02,3
2023-03-15,AUACCRAB03,2
2023-03-15,AUACEG250,2
2023-03-15,AUACFL85265,4
2023-03-15,AUACFX1000,6
2023-03-15,AUACKCP200C,2
2023-03-15,AUACKCP201R,2
2023-03-15,AUACKCP300C,1
2023-03-15,AUACKCP376R,1
2023-03-15,AUACKCP850R,1
2023-03-15,AUACKH100K,2
2023-03-15,AUACKH120K,2
2023-03-15,AUACKSH20,1
2023-03-15,AUACMN20,1
2023-03-15,AUACPB400,1
2023-03-15,AUACRCBLT3,3
2023-03-15,AUACRIM4Z,4
2023-03-15,AUACRT3FX,3
2023-03-15,AUELCR433,2
2023-03-15,AUELEE16,1
2023-03-15,AUELMC3,1
2023-03-15,HEELAG114,6
2023-03-15,HEELAG1141,8
2023-03-15,HEELAG1142KIT,5
2023-03-15,HEELAG1165,1
2023-03-15,HEELAG181,1
2023-03-15,HEELAIRKIT5,1
2023-03-15,HEELCA1510,1
2023-03-15,HEELCA6205,3
2023-03-15,HEELCA6256,2
2023-03-15,HEELCINPU30410,1
2023-03-15,HEELEB7056,1
2023-03-15,HEELEP181,1
2023-03-15,HEELHG1600,5
2023-03-15,HEELID600,7
2023-03-15,HEELPS250,1
2023-03-15,HEELPW1565,11
2023-03-15,HEELPW1770,13
2023-03-15,HEELRM9026,5
2023-03-15,HEELTA375,2
2023-03-15,HEELTB500,2
2023-03-15,HEELVC0115P,1
2023-03-15,HEELVC0535P,1
2023-03-15,HEELVC2525P,2
2023-03-15,HEELXB0220,1
2023-03-15,HEELXID20,1
2023-03-15,HEELXIW20,1
2023-03-15,HEFUFC25,-4
2023-03-15,HEFUFCD10,6
2023-03-15,HEFUFCD12KIT,10
2023-03-15,HEFUFCD21,4
2023-03-15,HEFUFCS2511,1
2023-03-15,HEFUFD52,6
2023-03-15,HEFUFG71,12
2023-03-15,HEFUFHG18,2
2023-03-15,MADUDG701,3
2023-03-15,MAEL2G13,6
2023-03-15,MAEL2G40,1
2023-03-15,SOELCSVM501,1
2023-03-15,SOELCSVM510,1
2023-03-15,SOELCSVM530,6
2023-03-15,SOELSI6140DV,3
2023-03-15,SOELSI8225AL,1
2023-03-15,SOELSI9180DV,6
2023-03-15,SOELSI9220DV,5
2023-03-15,SOELSI9300DV,2
2023-03-15,SOELSIC40DV,2
2023-03-15,SOFUFW181,1
2023-03-15,SOFUFW185,1
2023-03-15,SOFUFW33,5
2023-03-15,SOFUFW35,22
2023-03-15,SOSWC1-611,6
2023-03-15,SOSWC1-811,3
2023-03-15,SOSWC6-603,12
2023-03-15,SOSWG1-111,2
2023-03-15,SOSWG2-210,7
2023-03-15,SOSWG2-213,4
2023-03-15,SOSWG2-214,9
2023-03-15,SOSWM1-111,1
2023-03-15,SOSWM2-211,1
2023-03-15,SOSWM2-245,2
2023-03-15,SOSWP2-417,1
2023-03-15,SOSWP2-511,1
2023-03-15,SOSWP2-514,1
2023-03-15,SOSWP2-515,1
2023-03-15,SOSWP2-516,1
2023-03-15,SOSWP2-517,10
2023-03-15,SOSWSWA2040N,2
2023-03-15,SOSWT1-111,1
2023-03-16,AUAC265,6
2023-03-16,AUACAC24NE,2
2023-03-16,AUACAE20,10
2023-03-16,AUACAE30,13
2023-03-16,AUACAH45,2
2023-03-16,AUACAL3900U,1
2023-03-16,AUACALH2,6
2023-03-16,AUACALM4,60
2023-03-16,AUACALR4,36
2023-03-16,AUACALS4,3
2023-03-16,AUACAR200,7
2023-03-16,AUACAT42,2
2023-03-16,AUACBD1100,2
2023-03-16,AUACBD850,13
2023-03-16,AUACBL05,14
2023-03-16,AUACCH1,5
2023-03-16,AUACCRAB02,9
2023-03-16,AUACFEX10,1
2023-03-16,AUACFL85265,11
2023-03-16,AUACFS05,2
2023-03-16,AUACFX1000,2
2023-03-16,AUACHR42,1
2023-03-16,AUACHULK450,3
2023-03-16,AUACKCP200C,1
2023-03-16,AUACKCP300C,1
2023-03-16,AUACKCP401R,1
2023-03-16,AUACKCP801R,1
2023-03-16,AUACKH100K,9
2023-03-16,AUACKH120K,12
2023-03-16,AUACKH140K,3
2023-03-16,AUACKH70K,3
2023-03-16,AUACOWL504,8
2023-03-16,AUACOWL608,14
2023-03-16,AUACPB400,1
2023-03-16,AUACRIM4F,124
2023-03-16,AUACRIM4Z,12
2023-03-16,AUACRP120,109
2023-03-16,AUACRT3FX,2
2023-03-16,AUACSH1000,107
2023-03-16,AUACSLB220,10
2023-03-16,AUACV515,4
2023-03-16,AUELCR4301,3
2023-03-16,AUELCR433,1
2023-03-16,AUELEE16,1
2023-03-16,AUELMC3,1
2023-03-16,AUELMC5,1
2023-03-16,AUELME611,6
2023-03-16,AUELME811,1
2023-03-16,HEELAG114,7
2023-03-16,HEELAG1141,67
2023-03-16,HEELAG1142KIT,1
2023-03-16,HEELAG1165,1
2023-03-16,HEELAG181,5
2023-03-16,HEELAG230,3
2023-03-16,HEELAIRKIT20,1
2023-03-16,HEELAIRKIT5,2
2023-03-16,HEELBV04,2
2023-03-16,HEELBV06,4
2023-03-16,HEELCA1012D,2
2023-03-16,HEELCA1024S,1
2023-03-16,HEELCA1510,6
2023-03-16,HEELCA6205,2
2023-03-16,HEELCA6256,3
2023-03-16,HEELCHS16,1
2023-03-16,HEELCINPA30410,8
2023-03-16,HEELCS1425,2
2023-03-16,HEELEB7056,3
2023-03-16,HEELEB90758,7
2023-03-16,HEELEP181,4
2023-03-16,HEELHG1600,6
2023-03-16,HEELID600,35
2023-03-16,HEELPS250,3
2023-03-16,HEELPS350,2
2023-03-16,HEELPW1565,4
2023-03-16,HEELPW1770,32
2023-03-16,HEELPW2275,160
2023-03-16,HEELRM9026,14
2023-03-16,HEELRT1512,38
2023-03-16,HEELSP500,218
2023-03-16,HEELTA550,1
2023-03-16,HEELTA750,1
2023-03-16,HEELTB500,2
2023-03-16,HEELVC0115P,3
2023-03-16,HEELVC0640P,2
2023-03-16,HEELVC2525P,0
2023-03-16,HEELXB0220,1
2023-03-16,HEELXB0420,2
2023-03-16,HEELXID20,5
2023-03-16,HEELXIW20,6
2023-03-16,HEFUFC25,1
2023-03-16,HEFUFCD12KIT,24
2023-03-16,HEFUFCD21,10
2023-03-16,HEFUFD52,9
2023-03-16,HEFUFG71,3
2023-03-16,HEFUFHG18,188
2023-03-16,HEFUFPS25,4
2023-03-16,MADUDG701,1
2023-03-16,MAEL2G13,1
2023-03-16,MAEL2G25,1
2023-03-16,MAEL2G40,1
2023-03-16,SOELAT2610254M,7
2023-03-16,SOELAT2635504M,1
2023-03-16,SOELCSVM501,9
2023-03-16,SOELCSVM510,5
2023-03-16,SOELCSVM530,15
2023-03-16,SOELPES6300,1
2023-03-16,SOELPMS6505,1
2023-03-16,SOELSI6140DV,24
2023-03-16,SOELSI7130MP,1
2023-03-16,SOELSI7150DV,2
2023-03-16,SOELSI9300DV,1
2023-03-16,SOFUFW125,4
2023-03-16,SOFUFW181,1
2023-03-16,SOFUFW185,5
2023-03-16,SOFUFW33,2
2023-03-16,SOFUFW35,50
2023-03-16,SOSWC1-611,13
2023-03-16,SOSWC1-651,166
2023-03-16,SOSWC1-811,21
2023-03-16,SOSWG2-214,5
2023-03-16,SOSWM1-111,2
2023-03-16,SOSWM3-317,-30
2023-03-16,SOSWP2-512,20
2023-03-16,SOSWP2-513,12
2023-03-16,SOSWP2-514,10
2023-03-16,SOSWP2-515,12
2023-03-16,SOSWP2-516,32
2023-03-16,SOSWP2-517,62
2023-03-16,SOSWP2-518,12
2023-03-16,SOSWSWA153N,1
2023-03-16,SOSWSWA2650,18
2023-03-16,SOSWSWT2045,1
2023-03-16,SOSWSWW2550,1
2023-03-17,AUAC265,-1
2023-03-17,AUAC3-4-1,2
2023-03-17,AUACAE20,3
2023-03-17,AUACAH45,11
2023-03-17,AUACALH2,9
2023-03-17,AUACALM4,90
2023-03-17,AUACAP40,3
2023-03-17,AUACAR10SH,10
2023-03-17,AUACAR380,-2
2023-03-17,AUACAT63,1
2023-03-17,AUACBD1100,2
2023-03-17,AUACBD1522,1
2023-03-17,AUACBD850,1
2023-03-17,AUACBL05,-1
2023-03-17,AUACCH1,2
2023-03-17,AUACEG250,1
2023-03-17,AUACEL12,1
2023-03-17,AUACFC350,1
2023-03-17,AUACFC351,1
2023-03-17,AUACFX1000,7
2023-03-17,AUACHR42,3
2023-03-17,AUACHULK750,2
2023-03-17,AUACKCP300C,4
2023-03-17,AUACKCP400C,1
2023-03-17,AUACKH120K,2
2023-03-17,AUACKH140K,1
2023-03-17,AUACOP3090W,3
2023-03-17,AUACOWL608,8
2023-03-17,AUACPB400,9
2023-03-17,AUACRIM4F,50
2023-03-17,AUACRIM4Z,6
2023-03-17,AUACRP120,12
2023-03-17,AUACRT3FX,7
2023-03-17,AUACSH1000,1
2023-03-17,AUACSLB220,5
2023-03-17,AUACV515,2
2023-03-17,AUELCR4301,2
2023-03-17,AUELEE16,10
2023-03-17,AUELMC12,3
2023-03-17,AUELMC5,1
2023-03-17,HEELAG114,4
2023-03-17,HEELAG1141,8
2023-03-17,HEELAG1142KIT,3
2023-03-17,HEELAG181,2
2023-03-17,HEELAG230,2
2023-03-17,HEELAIRKIT5,1
2023-03-17,HEELBV04,1
2023-03-17,HEELBV05,1
2023-03-17,HEELBV06,1
2023-03-17,HEELCA1510,1
2023-03-17,HEELCA6256,2
2023-03-17,HEELDH164515,3
2023-03-17,HEELEB7056,12
2023-03-17,HEELEB90758,4
2023-03-17,HEELHG1600,1
2023-03-17,HEELID600,2
2023-03-17,HEELJS750,2
2023-03-17,HEELMS1021S,1
2023-03-17,HEELPS250,2
2023-03-17,HEELPS350,1
2023-03-17,HEELPW1565,-7
2023-03-17,HEELPW1770,3
2023-03-17,HEELPW2482,1
2023-03-17,HEELRM9026,1
2023-03-17,HEELRT1512,2
2023-03-17,HEELTA375,1
2023-03-17,HEELTA750,2
2023-03-17,HEELTB500,4
2023-03-17,HEELVC0115P,1
2023-03-17,HEELVC0535P,1
2023-03-17,HEELVC2525P,3
2023-03-17,HEELXB0220,1
2023-03-17,HEELXID20,-1
2023-03-17,HEFUFC25,22
2023-03-17,HEFUFCD10,1
2023-03-17,HEFUFCD12KIT,4
2023-03-17,HEFUFCD21,6
2023-03-17,HEFUFCS2511,1
2023-03-17,HEFUFG71,7
2023-03-17,HEFUFHG18,9
2023-03-17,MAEL2G10I,2
2023-03-17,MAEL2G13,0
2023-03-17,MAEL2G40,1
2023-03-17,MAEL2G950,1
2023-03-17,MAELGPW2515,1
2023-03-17,SOELCSVM501,16
2023-03-17,SOELCSVM510,1
2023-03-17,SOELCSVM530,-5
2023-03-17,SOELPES6300,1
2023-03-17,SOELPMS6505,3
2023-03-17,SOELSI6140DV,18
2023-03-17,SOELSI7130MP,-1
2023-03-17,SOELSI7150DV,2
2023-03-17,SOELSI8180MP,-2
2023-03-17,SOELSI8225AL,1
2023-03-17,SOELSI9220DV,4
2023-03-17,SOELSI9220MP,-2
2023-03-17,SOELSI9250DV,1
2023-03-17,SOFUFW161M,15
2023-03-17,SOFUFW181,63
2023-03-17,SOFUFW185,5
2023-03-17,SOFUFW33,-5
2023-03-17,SOFUFW35,7
2023-03-17,SOSWC1-651,7
2023-03-17,SOSWG1-110,1
2023-03-17,SOSWG1-114,1
2023-03-17,SOSWG2-210,13
2023-03-17,SOSWG2-213,16
2023-03-17,SOSWG2-214,2
2023-03-17,SOSWG2-216,-10
2023-03-17,SOSWG2-217,-10
2023-03-17,SOSWM1-111,1
2023-03-17,SOSWM2-211,1
2023-03-17,SOSWM2-251,1
2023-03-17,SOSWM2-252,10
2023-03-17,SOSWP1-330,-1
2023-03-17,SOSWP2-512,5
2023-03-17,SOSWP2-513,5
2023-03-17,SOSWP2-514,1
2023-03-17,SOSWP2-517,9
2023-03-17,SOSWP2-518,1
2023-03-17,SOSWSWA153N,1
2023-03-17,SOSWSWA2057,5
2023-03-17,SOSWSWC440N,1
2023-03-17,SOSWT1-115,1
2023-03-18,AUACAE20,1
2023-03-18,AUACAH45,2
2023-03-18,AUACALM4,2
2023-03-18,AUACALR4,2
2023-03-18,AUACAP40,1
2023-03-18,AUACAT42,1
2023-03-18,AUACV515,2
2023-03-18,HEELAG1141,2
2023-03-18,HEELAG1165,1
2023-03-18,HEELID600,1
2023-03-18,HEELPS250,1
2023-03-18,HEELPW1770,2
2023-03-18,HEELRM9026,1
2023-03-18,HEELXB0220,1
2023-03-18,HEFUFCD12KIT,1
2023-03-18,HEFUFCS2511,1
2023-03-18,HEFUFG71,1
2023-03-18,MADUDG301-A,1
2023-03-18,SOELAT2610254M,1
2023-03-18,SOELCSVM501,2
2023-03-18,SOELCSVM530,1
2023-03-18,SOFUFW161M,1
2023-03-18,SOFUFW181,2
2023-03-18,SOFUFW33,2
2023-03-18,SOFUFW35,3
2023-03-18,SOSWC1-811,2
2023-03-18,SOSWC6-603,4
2023-03-18,SOSWG2-210,3
2023-03-18,SOSWM3-317,1
2023-03-18,SOSWP2-514,1
2023-03-18,SOSWP2-515,2
2023-03-18,SOSWP2-516,1
2023-03-18,SOSWP2-517,2
2023-03-20,AUACALH2,1
2023-03-21,AUAC3-4-1,5
2023-03-21,AUACAE20,16
2023-03-21,AUACAE30,0
2023-03-21,AUACAF31C,7
2023-03-21,AUACAH45,8
2023-03-21,AUACALH2,29
2023-03-21,AUACALM4,5
2023-03-21,AUACALR4,2
2023-03-21,AUACAVANTI6000Z,2
2023-03-21,AUACBD850,9
2023-03-21,AUACBL05,1
2023-03-21,AUACDG1224,1
2023-03-21,AUACEG250,3
2023-03-21,AUACEL12,1
2023-03-21,AUACFX1000,38
2023-03-21,AUACHULK450,-1
2023-03-21,AUACKCP376R,1
2023-03-21,AUACKCP950R,1
2023-03-21,AUACKH120K,1
2023-03-21,AUACKH55K,1
2023-03-21,AUACOWL608,4
2023-03-21,AUACPB400,43
2023-03-21,AUACRCBLT3,33
2023-03-21,AUACRIM4F,148
2023-03-21,AUACRIM4Z,4
2023-03-21,AUACRP120,1
2023-03-21,AUACRT3FX,5
2023-03-21,AUACSC901,95
2023-03-21,AUACSH1000,3
2023-03-21,AUACSLB220,1
2023-03-21,AUELEE16,13
2023-03-21,AUELMC5,3
2023-03-21,AUELME611,13
2023-03-21,AUELME811,3
2023-03-21,HEELAG114,6
2023-03-21,HEELAG1141,14
2023-03-21,HEELAG1142KIT,3
2023-03-21,HEELAG1165,1
2023-03-21,HEELAG181,2
2023-03-21,HEELAG230,5
2023-03-21,HEELAIRKIT5,6
2023-03-21,HEELBV04,2
2023-03-21,HEELBV06,1
2023-03-21,HEELCA1024S,4
2023-03-21,HEELCA6205,4
2023-03-21,HEELCS1425,2
2023-03-21,HEELDH164515,2
2023-03-21,HEELEB7056,10
2023-03-21,HEELEB90758,5
2023-03-21,HEELEP181,4
2023-03-21,HEELHG1600,8
2023-03-21,HEELID600,4
2023-03-21,HEELJS750,2
2023-03-21,HEELPS250,1
2023-03-21,HEELPW1565,2
2023-03-21,HEELPW1770,5
2023-03-21,HEELPW2275,2
2023-03-21,HEELRM9026,9
2023-03-21,HEELSP500,1
2023-03-21,HEELTB500,3
2023-03-21,HEELVC2525P,1
2023-03-21,HEELXB0220,3
2023-03-21,HEELXCB20,1
2023-03-21,HEELXID20,3
2023-03-21,HEELXIW20,1
2023-03-21,HEFUFC25,1
2023-03-21,HEFUFCD10,2
2023-03-21,HEFUFCD12KIT,9
2023-03-21,HEFUFCD21,378
2023-03-21,HEFUFD52,3
2023-03-21,HEFUFG71,11
2023-03-21,HEFUFHG18,2
2023-03-21,HEFUFPS25,3
2023-03-21,MADUDG121-A,1
2023-03-21,MAEL2G100,36
2023-03-21,MAEL2G13,1
2023-03-21,SOELAT2610254M,2
2023-03-21,SOELCSVM501,4
2023-03-21,SOELCSVM510,1
2023-03-21,SOELCSVM530,8
2023-03-21,SOELPMS6505,4
2023-03-21,SOELSI6140DV,3
2023-03-21,SOELSI7130MP,2
2023-03-21,SOELSI8180MP,-1
2023-03-21,SOELSI9220DV,3
2023-03-21,SOELSI9220MP,2
2023-03-21,SOELSI9300DV,1
2023-03-21,SOELSIC40DV,1
2023-03-21,SOFUFW125,28
2023-03-21,SOFUFW161M,1
2023-03-21,SOFUFW181,4
2023-03-21,SOFUFW185,2
2023-03-21,SOFUFW33,8
2023-03-21,SOFUFW35,6
2023-03-21,SOSWC1-611,1
2023-03-21,SOSWC1-811,1
2023-03-21,SOSWC6-603,23
2023-03-21,SOSWG1-110,1
2023-03-21,SOSWG1-111,1
2023-03-21,SOSWG2-210,5
2023-03-21,SOSWG2-213,1
2023-03-21,SOSWG2-214,7
2023-03-21,SOSWP1-440,1
2023-03-21,SOSWP2-511,8
2023-03-21,SOSWP2-513,7
2023-03-21,SOSWP2-514,2
2023-03-21,SOSWP2-515,2
2023-03-21,SOSWP2-516,6
2023-03-21,SOSWP2-517,15
2023-03-21,SOSWP2-518,2
2023-03-21,SOSWSWA153N,5
2023-03-21,SOSWSWA2040N,1
2023-03-21,SOSWSWA2057,1
2023-03-21,SOSWSWA2650,2
2023-03-21,SOSWT1-111,2
2023-03-22,AUAC265,1
2023-03-22,AUACAE30,1
2023-03-22,AUACAL3900U,3
2023-03-22,AUACALM4,9
2023-03-22,AUACALR4,1
2023-03-22,AUACALS4,30
2023-03-22,AUACAN4275,1
2023-03-22,AUACBD850,1
2023-03-22,AUACBL05,1
2023-03-22,AUACEG250,1
2023-03-22,AUACEL12,1
2023-03-22,AUACFC350,1
2023-03-22,AUACFL85265,1
2023-03-22,AUACFX1000,1
2023-03-22,AUACHR42,1
2023-03-22,AUACHULK450,1
2023-03-22,AUACHULK750,1
2023-03-22,AUACHULK950,4
2023-03-22,AUACKCP975R,-1
2023-03-22,AUACKH120K,2
2023-03-22,AUACOP3090W,1
2023-03-22,AUACOWL504,4
2023-03-22,AUACOWL608,15
2023-03-22,AUACPB400,3
2023-03-22,AUACRIM4F,8
2023-03-22,AUACRP120,5
2023-03-22,AUACRT3FX,1
2023-03-22,AUACSB9,2
2023-03-22,AUACSC901,14
2023-03-22,AUACSH1000,14
2023-03-22,AUACV515,4
2023-03-22,AUELCR433,3
2023-03-22,AUELEE16,2
2023-03-22,AUELMC3,8
2023-03-22,AUELMC5,19
2023-03-22,AUELME611,2
2023-03-22,HEELAG114,3
2023-03-22,HEELAG1141,5
2023-03-22,HEELAG1142KIT,15
2023-03-22,HEELAIRKIT5,4
2023-03-22,HEELBV04,1
2023-03-22,HEELBV05,1
2023-03-22,HEELBV06,1
2023-03-22,HEELCA1012D,8
2023-03-22,HEELCA1024S,1
2023-03-22,HEELCA1510,1
2023-03-22,HEELCA2542D,1
2023-03-22,HEELCA6256,7
2023-03-22,HEELCHS16,1
2023-03-22,HEELCINPA30410,1
2023-03-22,HEELCINPU30410,2
2023-03-22,HEELCS1425,1
2023-03-22,HEELEB7056,0
2023-03-22,HEELEB90758,2
2023-03-22,HEELEP181,12
2023-03-22,HEELHG1600,1
2023-03-22,HEELID600,3
2023-03-22,HEELPS250,1
2023-03-22,HEELPS350,1
2023-03-22,HEELPW1565,1
2023-03-22,HEELPW1770,1
2023-03-22,HEELRM9026,17
2023-03-22,HEELTA750,4
2023-03-22,HEELTB500,1
2023-03-22,HEELVC0115P,23
2023-03-22,HEELVC0535P,1
2023-03-22,HEELVC0640P,5
2023-03-22,HEELXB0220,3
2023-03-22,HEELXB0420,3
2023-03-22,HEELXID20,5
2023-03-22,HEELXIW20,1
2023-03-22,HEFUFC25,-9
2023-03-22,HEFUFCD12KIT,86
2023-03-22,HEFUFCD21,3
2023-03-22,HEFUFCS2511,6
2023-03-22,HEFUFD52,1
2023-03-22,HEFUFG71,10
2023-03-22,HEFUFHG18,161
2023-03-22,MADUDG23I,1
2023-03-22,MADUDG401I,1
2023-03-22,MADUDG701,1
2023-03-22,MAEL2G13,1
2023-03-22,MAEL2G40,2
2023-03-22,MAEL2G65,1
2023-03-22,MAELGPW2515,1
2023-03-22,SOELCSVM501,8
2023-03-22,SOELCSVM510,1
2023-03-22,SOELCSVM530,1
2023-03-22,SOELPES6300,13
2023-03-22,SOELPMS6505,19
2023-03-22,SOELSI6140DV,50
2023-03-22,SOELSI7130MP,1
2023-03-22,SOELSI7150DV,3
2023-03-22,SOELSI8180MP,1
2023-03-22,SOELSI9220DV,1
2023-03-22,SOELSI9220MP,1
2023-03-22,SOFUFW125,3
2023-03-22,SOFUFW181,58
2023-03-22,SOFUFW185,6
2023-03-22,SOFUFW33,2
2023-03-22,SOFUFW35,161
2023-03-22,SOSWC1-611,2
2023-03-22,SOSWC1-651,1
2023-03-22,SOSWC1-811,3
2023-03-22,SOSWG1-110,7
2023-03-22,SOSWG1-111,7
2023-03-22,SOSWG1-114,5
2023-03-22,SOSWG2-210,2
2023-03-22,SOSWG2-213,4
2023-03-22,SOSWG2-214,4
2023-03-22,SOSWG2-216,0
2023-03-22,SOSWG2-217,0
2023-03-22,SOSWM1-111,4
2023-03-22,SOSWP1-330,0
2023-03-22,SOSWP2-513,5
2023-03-22,SOSWP2-517,5
2023-03-22,SOSWSWA153N,7
2023-03-22,SOSWSWA2040N,14
2023-03-22,SOSWSWA2057,2
2023-03-22,SOSWT1-111,1
2023-03-23,AUAC265,1
2023-03-23,AUACAH45,2
2023-03-23,AUACALM4,8
2023-03-23,AUACALR4,1
2023-03-23,AUACAN4275,2
2023-03-23,AUACAR380,2
2023-03-23,AUACBD1100,1
2023-03-23,AUACBD850,1
2023-03-23,AUACBL05,2
2023-03-23,AUACEG250,1
2023-03-23,AUACEL12,2
2023-03-23,AUACFS05,1
2023-03-23,AUACFX1000,13
2023-03-23,AUACKCP490C,1
2023-03-23,AUACKCP551R,1
2023-03-23,AUACKCP975R,2
2023-03-23,AUACKH55K,1
2023-03-23,AUACOWL504,1
2023-03-23,AUACPB400,3
2023-03-23,AUACRCBLT3,2
2023-03-23,AUACRIM4F,12
2023-03-23,AUACRIM4Z,5
2023-03-23,AUACRP120,1
2023-03-23,AUACRT3FX,11
2023-03-23,AUACSH1000,2
2023-03-23,AUACSLB220,30
2023-03-23,AUACV515,4
2023-03-23,AUELCR4301,13
2023-03-23,AUELCR433,5
2023-03-23,AUELEE16,3
2023-03-23,AUELMC3,6
2023-03-23,HEELAG114,3
2023-03-23,HEELAG1141,7
2023-03-23,HEELAG1142KIT,2
2023-03-23,HEELAG1165,1
2023-03-23,HEELAIRKIT5,1
2023-03-23,HEELBV05,1
2023-03-23,HEELCA6205,1
2023-03-23,HEELCA6256,3
2023-03-23,HEELCHS16,1
2023-03-23,HEELCS1425,2
2023-03-23,HEELDH164515,3
2023-03-23,HEELEB7056,6
2023-03-23,HEELEP181,1
2023-03-23,HEELHG1600,9
2023-03-23,HEELID600,1
2023-03-23,HEELPS350,3
2023-03-23,HEELPW1565,2
2023-03-23,HEELPW1770,4
2023-03-23,HEELPW2275,2
2023-03-23,HEELPW2482,5
2023-03-23,HEELRM9026,3
2023-03-23,HEELRT1512,6
2023-03-23,HEELSP500,3
2023-03-23,HEELTA375,2
2023-03-23,HEELTS255,-1
2023-03-23,HEELVC0640P,1
2023-03-23,HEELXAG20,1
